Host_Prot	Path_Prot	Similarity_Score
UNIPROT_AC:F2VNK6	UNIPROT_AC:Q9QLP4	0.035
UNIPROT_AC:F6KRK9	UNIPROT_AC:Q7CII9	0.035
UNIPROT_AC:H0Y5V3	UNIPROT_AC:Q8CL08	0.0
UNIPROT_AC:Q5T203	UNIPROT_AC:Q81KT8	0.0
UNIPROT_AC:Q9P078	UNIPROT_AC:Q12242	0.025
UNIPROT_AC:Q9ULD6	UNIPROT_AC:Q89268	0.06
UNIPROT_AC:C9J3S8	UNIPROT_AC:P03120	0.0
UNIPROT_AC:Q9UHA4	UNIPROT_AC:P06428	0.04
UNIPROT_AC:Q659F6	UNIPROT_AC:P36817	0.0
UNIPROT_AC:Q01415	UNIPROT_AC:P05777	0.03
UNIPROT_AC:P33991	UNIPROT_AC:Q08032	0.325
UNIPROT_AC:A6NIL9	UNIPROT_AC:P69728	0.025
UNIPROT_AC:Q91X52	UNIPROT_AC:P03129	0.03
UNIPROT_AC:Q86YW0	UNIPROT_AC:C9S3S8	0.0275
UNIPROT_AC:Q8N539	UNIPROT_AC:P15059	0.025
UNIPROT_AC:P49815	UNIPROT_AC:P03126	0.195
UNIPROT_AC:Q4FZC9	UNIPROT_AC:Q8AZK7	0.04
UNIPROT_AC:Q9UJY1	UNIPROT_AC:P03430	0.025
UNIPROT_AC:P0CG48	UNIPROT_AC:P69771	0.1
UNIPROT_AC:O95139	UNIPROT_AC:P15659	0.04
UNIPROT_AC:O60347	UNIPROT_AC:P0C739	0.04
UNIPROT_AC:Q2TV78	UNIPROT_AC:Q77DB4	0.025
UNIPROT_AC:Q59G69	UNIPROT_AC:Q81XC3	0.03
UNIPROT_AC:P62937	UNIPROT_AC:P05777	0.075
UNIPROT_AC:Q9BZF1	UNIPROT_AC:Q7CFV9	0.03
UNIPROT_AC:I3L4D8	UNIPROT_AC:P08566	0.03
UNIPROT_AC:P62333	UNIPROT_AC:P13285	0.05
UNIPROT_AC:A6NFC5	UNIPROT_AC:P06428	0.01
UNIPROT_AC:Q6ZUL3	UNIPROT_AC:P03466	0.0
UNIPROT_AC:Q6IBW4	UNIPROT_AC:P03433	0.075
UNIPROT_AC:P62249	UNIPROT_AC:P04413	0.0375
UNIPROT_AC:P0C7I6	UNIPROT_AC:P06921	0.0
UNIPROT_AC:P55211	UNIPROT_AC:Q8XAL7	0.0975
UNIPROT_AC:Q8N2C3	UNIPROT_AC:P03508	0.0325
UNIPROT_AC:Q06546	UNIPROT_AC:P04601	0.075
UNIPROT_AC:P34931	UNIPROT_AC:Q82506	0.09
UNIPROT_AC:P23582	UNIPROT_AC:B4URE7	0.03
UNIPROT_AC:Q96AY4	UNIPROT_AC:P03225	0.02
UNIPROT_AC:O00478	UNIPROT_AC:P04015	0.025
UNIPROT_AC:Q12846	UNIPROT_AC:B9UPF3	0.055
UNIPROT_AC:A0A024R0G5	UNIPROT_AC:B4URF0	0.035
UNIPROT_AC:A4D250	UNIPROT_AC:P03419	0.0
UNIPROT_AC:Q6ZSA1	UNIPROT_AC:P14682	0.0
UNIPROT_AC:A0A0D9SEM9	UNIPROT_AC:P87108	0.025
UNIPROT_AC:P61289	UNIPROT_AC:P03225	0.01
UNIPROT_AC:B4DIA5	UNIPROT_AC:P32589	0.065
UNIPROT_AC:Q9UI14	UNIPROT_AC:P0C6Z1	0.02
UNIPROT_AC:O14522	UNIPROT_AC:P03431	0.075
UNIPROT_AC:Q15041	UNIPROT_AC:P32453	0.16
UNIPROT_AC:Q5TBE3	UNIPROT_AC:Q2HRD4	0.0
UNIPROT_AC:H3BTB3	UNIPROT_AC:P36533	0.0
UNIPROT_AC:Q8C8V1	UNIPROT_AC:P04591	0.075
UNIPROT_AC:Q9BD46	UNIPROT_AC:O56264	0.045
UNIPROT_AC:Q3KNS1	UNIPROT_AC:Q8ZIN5	0.025
UNIPROT_AC:Q9UBK5	UNIPROT_AC:Q5NGV7	0.04
UNIPROT_AC:L8EA58	UNIPROT_AC:Q7CIG9	0.0
UNIPROT_AC:P07766	UNIPROT_AC:P04296	0.04
UNIPROT_AC:D2SSL3	UNIPROT_AC:P07347	0.035
UNIPROT_AC:X5BSN2	UNIPROT_AC:Q2HR75	0.025
UNIPROT_AC:P30480	UNIPROT_AC:Q81RV9	0.04
UNIPROT_AC:P49137	UNIPROT_AC:P15682	0.03
UNIPROT_AC:P78332	UNIPROT_AC:Q7CGN6	0.04
UNIPROT_AC:P25787	UNIPROT_AC:P59636	0.01
UNIPROT_AC:O95299	UNIPROT_AC:P05780	0.0625
UNIPROT_AC:A0A087X241	UNIPROT_AC:Q8ZIE7	0.0
UNIPROT_AC:Q9VEX9	UNIPROT_AC:P41697	0.09
UNIPROT_AC:P18283	UNIPROT_AC:P06930	0.03
UNIPROT_AC:Q7Z6R9	UNIPROT_AC:D1LN35	0.1275
UNIPROT_AC:P78329	UNIPROT_AC:P03211	0.09
UNIPROT_AC:P55209	UNIPROT_AC:P03211	0.0825
UNIPROT_AC:Q9Y2W1	UNIPROT_AC:P06428	0.105
UNIPROT_AC:P62701	UNIPROT_AC:Q82506	0.0575
UNIPROT_AC:Q3SXM5	UNIPROT_AC:Q81M96	0.03
UNIPROT_AC:Q9UKK3	UNIPROT_AC:Q5NEC0	0.095
UNIPROT_AC:O14595	UNIPROT_AC:Q5NH45	0.1425
UNIPROT_AC:Q0VD83	UNIPROT_AC:Q1HVI8	0.035
UNIPROT_AC:Q9Y4F1	UNIPROT_AC:P15682	0.025
UNIPROT_AC:P14136	UNIPROT_AC:P03317	0.04
UNIPROT_AC:Q8WV28	UNIPROT_AC:Q3KSV2	0.055
UNIPROT_AC:H0YDY1	UNIPROT_AC:P00950	0.105
UNIPROT_AC:P59511	UNIPROT_AC:P38182	0.03
UNIPROT_AC:P97690	UNIPROT_AC:P11313	0.02
UNIPROT_AC:Q9UQ35	UNIPROT_AC:Q7CKZ7	0.035
UNIPROT_AC:Q3E8Z8	UNIPROT_AC:P0AA25	0.065
UNIPROT_AC:P22736	UNIPROT_AC:P12977	0.075
UNIPROT_AC:O43866	UNIPROT_AC:P03211	0.0275
UNIPROT_AC:P38398	UNIPROT_AC:P03129	0.2225
UNIPROT_AC:Q99828	UNIPROT_AC:Q5NHQ1	0.0675
UNIPROT_AC:B7Z8U3	UNIPROT_AC:Q7CHE8	0.14
UNIPROT_AC:P35658	UNIPROT_AC:Q6DPA0	0.1
UNIPROT_AC:P42684	UNIPROT_AC:P05777	0.045
UNIPROT_AC:Q99615	UNIPROT_AC:P05780	0.03
UNIPROT_AC:Q7LDG7	UNIPROT_AC:P06930	0.0525
UNIPROT_AC:P41219	UNIPROT_AC:P03129	0.04
UNIPROT_AC:Q9HB20	UNIPROT_AC:Q6PNE5	0.025
UNIPROT_AC:A6NE82	UNIPROT_AC:P0CK48	0.01
UNIPROT_AC:Q15274	UNIPROT_AC:P15659	0.1
UNIPROT_AC:Q6IRT1	UNIPROT_AC:Q8CZX4	0.03
UNIPROT_AC:P41159	UNIPROT_AC:P03470	0.03
UNIPROT_AC:Q12809	UNIPROT_AC:P15659	0.09
UNIPROT_AC:Q9UJ83	UNIPROT_AC:P25299	0.095
UNIPROT_AC:O15294	UNIPROT_AC:Q81JL0	0.045
UNIPROT_AC:F4YZU9	UNIPROT_AC:Q7CI17	0.0325
UNIPROT_AC:Q9C991	UNIPROT_AC:Q887D0	0.025
UNIPROT_AC:B0LL97	UNIPROT_AC:Q81K61	0.03
UNIPROT_AC:Q96IK5	UNIPROT_AC:P53829	0.065
UNIPROT_AC:Q8TDQ7	UNIPROT_AC:P0C737	0.0225
UNIPROT_AC:W4YHN9	UNIPROT_AC:Q01476	0.07
UNIPROT_AC:Q13155	UNIPROT_AC:P05777	0.0575
UNIPROT_AC:P37840	UNIPROT_AC:P48239	0.1075
UNIPROT_AC:Q13247	UNIPROT_AC:Q194T2	0.17
UNIPROT_AC:O60506	UNIPROT_AC:P05777	0.075
UNIPROT_AC:P01213	UNIPROT_AC:P05928	0.0425
UNIPROT_AC:P41146	UNIPROT_AC:B4URF7	0.075
UNIPROT_AC:Q15038	UNIPROT_AC:P54787	0.045
UNIPROT_AC:Q9NY64	UNIPROT_AC:O92551	0.06
UNIPROT_AC:O14818	UNIPROT_AC:Q1I2A9	0.125
UNIPROT_AC:A0A023Q8X7	UNIPROT_AC:Q89733	0.025
UNIPROT_AC:R4QGI4	UNIPROT_AC:O56264	0.0275
UNIPROT_AC:A0A0A7C3S8	UNIPROT_AC:Q81VW3	0.035
UNIPROT_AC:P04083	UNIPROT_AC:P06427	0.1175
UNIPROT_AC:O95793	UNIPROT_AC:Q1HVF7	0.075
UNIPROT_AC:Q13263	UNIPROT_AC:P03427	0.155
UNIPROT_AC:Q96RK1	UNIPROT_AC:P0C6Z9	0.01
UNIPROT_AC:P28370	UNIPROT_AC:Q81KT8	0.04
UNIPROT_AC:P63250	UNIPROT_AC:Q77YF9	0.03
UNIPROT_AC:J7F7C4	UNIPROT_AC:Q8ZDA6	0.0325
UNIPROT_AC:P08670	UNIPROT_AC:Q7CJG2	0.025
UNIPROT_AC:Q9Y2U9	UNIPROT_AC:P04544	0.01
UNIPROT_AC:Q13137	UNIPROT_AC:Q7CGN8	0.025
UNIPROT_AC:Q00577	UNIPROT_AC:P03070	0.155
UNIPROT_AC:Q29660	UNIPROT_AC:P53286	0.0375
UNIPROT_AC:B3KVS5	UNIPROT_AC:P15682	0.01
UNIPROT_AC:Q16719	UNIPROT_AC:Q7CG77	0.035
UNIPROT_AC:Q86TX2	UNIPROT_AC:B4URE8	0.03
UNIPROT_AC:Q16706	UNIPROT_AC:P04544	0.055
UNIPROT_AC:E7E357	UNIPROT_AC:Q81SR6	0.01
UNIPROT_AC:P39023	UNIPROT_AC:P05777	0.0725
UNIPROT_AC:P51665	UNIPROT_AC:P03427	0.13
UNIPROT_AC:Q13542	UNIPROT_AC:Q8Z9S7	0.075
UNIPROT_AC:K7EPI4	UNIPROT_AC:Q00764	0.0
UNIPROT_AC:P06748	UNIPROT_AC:P27958	0.2625
UNIPROT_AC:B2CNW3	UNIPROT_AC:P04620	0.0575
UNIPROT_AC:Q9Y394	UNIPROT_AC:P0C737	0.03
UNIPROT_AC:Q96S97	UNIPROT_AC:Q89268	0.06
UNIPROT_AC:Q92922	UNIPROT_AC:P14079	0.075
UNIPROT_AC:G5E9E7	UNIPROT_AC:Q8VSP9	0.01
UNIPROT_AC:P49756	UNIPROT_AC:B4URE8	0.03
UNIPROT_AC:Q9H0I2	UNIPROT_AC:Q5NID9	0.0525
UNIPROT_AC:P62988	UNIPROT_AC:Q8AZK7	0.14
UNIPROT_AC:P35968	UNIPROT_AC:Q6TVI8	0.0925
UNIPROT_AC:B9EGP7	UNIPROT_AC:Q5NFV6	0.0725
UNIPROT_AC:O75323	UNIPROT_AC:Q81QI2	0.035
UNIPROT_AC:Q03250	UNIPROT_AC:Q88A91	0.07
UNIPROT_AC:Q15293	UNIPROT_AC:P03366	0.03
UNIPROT_AC:O60688	UNIPROT_AC:P36827	0.0475
UNIPROT_AC:P0C869	UNIPROT_AC:Q5NIJ3	0.105
UNIPROT_AC:O95793	UNIPROT_AC:P03470	0.0275
UNIPROT_AC:Q5MJ10	UNIPROT_AC:P04585	0.0
UNIPROT_AC:Q9UI12	UNIPROT_AC:P04601	0.1625
UNIPROT_AC:Q92901	UNIPROT_AC:P03430	0.06
UNIPROT_AC:O75995	UNIPROT_AC:Q5NES6	0.02
UNIPROT_AC:A5HC26	UNIPROT_AC:P36817	0.0
UNIPROT_AC:Q96AY2	UNIPROT_AC:P05928	0.045
UNIPROT_AC:P62837	UNIPROT_AC:Q77YF9	0.0325
UNIPROT_AC:Q9H2T7	UNIPROT_AC:P03470	0.03
UNIPROT_AC:P35544	UNIPROT_AC:P03470	0.025
UNIPROT_AC:Q9Y4A5	UNIPROT_AC:Q6SWA4	0.04
UNIPROT_AC:Q15392	UNIPROT_AC:P04578	0.095
UNIPROT_AC:Q15208	UNIPROT_AC:P03427	0.1125
UNIPROT_AC:P19013	UNIPROT_AC:P06463	0.0575
UNIPROT_AC:Q9UI40	UNIPROT_AC:P03427	0.045
UNIPROT_AC:P29377	UNIPROT_AC:P04608	0.07
UNIPROT_AC:O76093	UNIPROT_AC:Q89268	0.0625
UNIPROT_AC:D6RIX5	UNIPROT_AC:Q5NHX9	0.01
UNIPROT_AC:B4DJX2	UNIPROT_AC:Q81P27	0.0
UNIPROT_AC:Q07960	UNIPROT_AC:Q8D0I9	0.035
UNIPROT_AC:Q86X95	UNIPROT_AC:P06429	0.115
UNIPROT_AC:O60716	UNIPROT_AC:P03182	0.06
UNIPROT_AC:F5H6Z0	UNIPROT_AC:P20133	0.1325
UNIPROT_AC:Q8N910	UNIPROT_AC:Q1H8W6	0.0
UNIPROT_AC:P0DMV8	UNIPROT_AC:Q8AZK7	0.135
UNIPROT_AC:P35754	UNIPROT_AC:P0C739	0.035
UNIPROT_AC:Q13617	UNIPROT_AC:Q77YF9	0.0925
UNIPROT_AC:O64815	UNIPROT_AC:Q04673	0.17
UNIPROT_AC:E5RHU8	UNIPROT_AC:P15682	0.01
UNIPROT_AC:Q9BX73	UNIPROT_AC:Q1HVH9	0.01
UNIPROT_AC:Q9Y2G2	UNIPROT_AC:Q5NEX4	0.045
UNIPROT_AC:O95936	UNIPROT_AC:Q74Q56	0.1325
UNIPROT_AC:P02452	UNIPROT_AC:Q8ZC32	0.05
UNIPROT_AC:P47756	UNIPROT_AC:Q8AZK7	0.06
UNIPROT_AC:O55145	UNIPROT_AC:P03070	0.075
UNIPROT_AC:Q14703	UNIPROT_AC:P36827	0.0525
UNIPROT_AC:Q969E3	UNIPROT_AC:P05777	0.04
UNIPROT_AC:A0A0C4DGF1	UNIPROT_AC:P32335	0.045
UNIPROT_AC:P62988	UNIPROT_AC:O56652	0.1575
UNIPROT_AC:P27449	UNIPROT_AC:P06429	0.06
UNIPROT_AC:Q96AY3	UNIPROT_AC:Q6SWA4	0.04
UNIPROT_AC:Q9BZR9	UNIPROT_AC:Q81NR7	0.01
UNIPROT_AC:Q86UV5	UNIPROT_AC:B9UPF3	0.0475
UNIPROT_AC:Q3SY05	UNIPROT_AC:P03470	0.0
UNIPROT_AC:Q9UBR1	UNIPROT_AC:P06427	0.045
UNIPROT_AC:Q9Y281	UNIPROT_AC:P38340	0.06
UNIPROT_AC:Q59FC1	UNIPROT_AC:P15682	0.0475
UNIPROT_AC:Q9NSJ1	UNIPROT_AC:P04618	0.115
UNIPROT_AC:Q8IWY8	UNIPROT_AC:P13285	0.035
UNIPROT_AC:E9PM77	UNIPROT_AC:Q8ZCQ2	0.0
UNIPROT_AC:A2RTY3	UNIPROT_AC:P04585	0.03
UNIPROT_AC:Q6W8Q3	UNIPROT_AC:P04591	0.0
UNIPROT_AC:P52292	UNIPROT_AC:P28748	0.115
UNIPROT_AC:Q6NS35	UNIPROT_AC:Q8ZA28	0.0
UNIPROT_AC:Q00577	UNIPROT_AC:P04608	0.175
UNIPROT_AC:P30050	UNIPROT_AC:Q0HD54	0.045
UNIPROT_AC:Q9Y296	UNIPROT_AC:B4URE8	0.055
UNIPROT_AC:Q9NT06	UNIPROT_AC:Q81W18	0.12
UNIPROT_AC:P63208	UNIPROT_AC:Q1I2B4	0.03
UNIPROT_AC:Q5XJW2	UNIPROT_AC:Q6UK10	0.025
UNIPROT_AC:A0A0C4DGE2	UNIPROT_AC:Q7CHR8	0.0
UNIPROT_AC:P60866	UNIPROT_AC:Q8QXP6	0.06
UNIPROT_AC:P52294	UNIPROT_AC:P06827	0.0375
UNIPROT_AC:C6GLY6	UNIPROT_AC:Q8ZIG9	0.0
UNIPROT_AC:F5H4A2	UNIPROT_AC:P27705	0.0
UNIPROT_AC:Q9UHZ2	UNIPROT_AC:Q5NGC3	0.0
UNIPROT_AC:Q13503	UNIPROT_AC:Q5NEC0	0.09
UNIPROT_AC:P46379	UNIPROT_AC:Q7CFQ1	0.03
UNIPROT_AC:Q96HY6	UNIPROT_AC:Q997F2	0.1325
UNIPROT_AC:Q9P2E9	UNIPROT_AC:B4URE8	0.0875
UNIPROT_AC:Q8N6M5	UNIPROT_AC:P04324	0.03
UNIPROT_AC:Q86SJ2	UNIPROT_AC:F5HCV3	0.03
UNIPROT_AC:Q14896	UNIPROT_AC:P03196	0.01
UNIPROT_AC:Q8K368	UNIPROT_AC:P03203	0.075
UNIPROT_AC:B7SXT2	UNIPROT_AC:Q5NF50	0.0
UNIPROT_AC:Q693B1	UNIPROT_AC:O36551	0.01
UNIPROT_AC:O95168	UNIPROT_AC:P06932	0.0325
UNIPROT_AC:C9J6K1	UNIPROT_AC:P05777	0.0
UNIPROT_AC:P19793	UNIPROT_AC:Q4AE16	0.14
UNIPROT_AC:A0A0E3DCV8	UNIPROT_AC:Q03920	0.0225
UNIPROT_AC:X5D334	UNIPROT_AC:P38340	0.0
UNIPROT_AC:P29590	UNIPROT_AC:P03255	0.215
UNIPROT_AC:Q15050	UNIPROT_AC:B4URF1	0.0275
UNIPROT_AC:Q99613	UNIPROT_AC:P06465	0.09
UNIPROT_AC:Q91WR5	UNIPROT_AC:P27958	0.075
UNIPROT_AC:Q6V0L0	UNIPROT_AC:A0MPS7	0.0775
UNIPROT_AC:O43424	UNIPROT_AC:B4URF7	0.045
UNIPROT_AC:O95816	UNIPROT_AC:P05780	0.03
UNIPROT_AC:Q9NW82	UNIPROT_AC:O41947	0.0
UNIPROT_AC:O75356	UNIPROT_AC:P03225	0.01
UNIPROT_AC:P0CG48	UNIPROT_AC:P41807	0.18
UNIPROT_AC:D3ZDK2	UNIPROT_AC:Q6UK10	0.02
UNIPROT_AC:Q8NF91	UNIPROT_AC:P06484	0.05
UNIPROT_AC:A0A087WT38	UNIPROT_AC:P15682	0.0
UNIPROT_AC:Q9Y6N7	UNIPROT_AC:P03182	0.07
UNIPROT_AC:Q8N2U0	UNIPROT_AC:P06921	0.01
UNIPROT_AC:P06733	UNIPROT_AC:Q88489	0.105
UNIPROT_AC:Q8TD06	UNIPROT_AC:P25644	0.05
UNIPROT_AC:Q8WZ92	UNIPROT_AC:P03211	0.04
UNIPROT_AC:O95817	UNIPROT_AC:P15659	0.0675
UNIPROT_AC:P21673	UNIPROT_AC:P06428	0.04
UNIPROT_AC:P20226	UNIPROT_AC:P36791	0.195
UNIPROT_AC:Q9NZW4	UNIPROT_AC:Q20MH0	0.02
UNIPROT_AC:Q5VW38	UNIPROT_AC:P06428	0.025
UNIPROT_AC:Q14697	UNIPROT_AC:P03470	0.07
UNIPROT_AC:P39905	UNIPROT_AC:P0C739	0.065
UNIPROT_AC:Q10567	UNIPROT_AC:Q8D0Z4	0.05
UNIPROT_AC:Q86YC4	UNIPROT_AC:P68587	0.0225
UNIPROT_AC:P08579	UNIPROT_AC:P06429	0.09
UNIPROT_AC:Q9NR90	UNIPROT_AC:P0C737	0.02
UNIPROT_AC:O95229	UNIPROT_AC:Q6DP94	0.04
UNIPROT_AC:P37840	UNIPROT_AC:Q08144	0.1525
UNIPROT_AC:P50454	UNIPROT_AC:P03470	0.03
UNIPROT_AC:P31327	UNIPROT_AC:Q89268	0.1075
UNIPROT_AC:Q9BY71	UNIPROT_AC:P06932	0.01
UNIPROT_AC:O00287	UNIPROT_AC:P04585	0.0675
UNIPROT_AC:Q9Y3Z3	UNIPROT_AC:Q89733	0.025
UNIPROT_AC:Q8WWY3	UNIPROT_AC:P36780	0.0425
UNIPROT_AC:A6NMK8	UNIPROT_AC:P04601	0.0
UNIPROT_AC:E9PQX1	UNIPROT_AC:P06788	0.01
UNIPROT_AC:P22888	UNIPROT_AC:P36827	0.045
UNIPROT_AC:U5YBY5	UNIPROT_AC:P16649	0.03
UNIPROT_AC:P97411	UNIPROT_AC:P03129	0.11
UNIPROT_AC:P35659	UNIPROT_AC:P04296	0.115
UNIPROT_AC:P81274	UNIPROT_AC:P05780	0.0375
UNIPROT_AC:O75569	UNIPROT_AC:Q0A2H0	0.1775
UNIPROT_AC:Q08477	UNIPROT_AC:P15659	0.08
UNIPROT_AC:Q8TED1	UNIPROT_AC:Q1HVJ2	0.045
UNIPROT_AC:Q9UHP9	UNIPROT_AC:P06927	0.02
UNIPROT_AC:F6KRT2	UNIPROT_AC:Q8ZEC9	0.035
UNIPROT_AC:O75382	UNIPROT_AC:P06930	0.035
UNIPROT_AC:P01904	UNIPROT_AC:P06463	0.03
UNIPROT_AC:J3QSA6	UNIPROT_AC:P03246	0.0
UNIPROT_AC:F5GYB0	UNIPROT_AC:Q81SI0	0.03
UNIPROT_AC:F5H070	UNIPROT_AC:P03120	0.0
UNIPROT_AC:B7Z3A0	UNIPROT_AC:P07256	0.0
UNIPROT_AC:Q53RX9	UNIPROT_AC:P25651	0.0
UNIPROT_AC:Q9UHD2	UNIPROT_AC:P08353	0.195
UNIPROT_AC:P62316	UNIPROT_AC:P03470	0.025
UNIPROT_AC:Q6ZP65	UNIPROT_AC:Q194T2	0.045
UNIPROT_AC:P40227	UNIPROT_AC:P05780	0.03
UNIPROT_AC:P13481	UNIPROT_AC:A2T3M4	0.115
UNIPROT_AC:Q8BXJ8	UNIPROT_AC:P53104	0.0675
UNIPROT_AC:H0YCP5	UNIPROT_AC:Q7CG52	0.0
UNIPROT_AC:O75334	UNIPROT_AC:P03427	0.04
UNIPROT_AC:Q12906	UNIPROT_AC:P03430	0.18
UNIPROT_AC:Q75KM7	UNIPROT_AC:P12945	0.0375
UNIPROT_AC:P82933	UNIPROT_AC:P05777	0.085
UNIPROT_AC:O95817	UNIPROT_AC:P03182	0.0775
UNIPROT_AC:Q13813	UNIPROT_AC:Q89268	0.0625
UNIPROT_AC:Q12893	UNIPROT_AC:B4URF7	0.07
UNIPROT_AC:F5H251	UNIPROT_AC:Q7CG87	0.03
UNIPROT_AC:P32881	UNIPROT_AC:P0C737	0.055
UNIPROT_AC:P46777	UNIPROT_AC:P03430	0.045
UNIPROT_AC:B7Z649	UNIPROT_AC:P15682	0.0225
UNIPROT_AC:D6C6A2	UNIPROT_AC:Q7CKZ1	0.0325
UNIPROT_AC:O75064	UNIPROT_AC:Q8D093	0.02
UNIPROT_AC:Q2TAL8	UNIPROT_AC:Q5NEC0	0.07
UNIPROT_AC:Q49A26	UNIPROT_AC:Q3SBS4	0.03
UNIPROT_AC:Q8IZF6	UNIPROT_AC:Q6DP94	0.025
UNIPROT_AC:B3VRB0	UNIPROT_AC:Q81WK2	0.03
UNIPROT_AC:Q9Y520	UNIPROT_AC:Q8ZGR6	0.03
UNIPROT_AC:U4PCV3	UNIPROT_AC:Q5NGW2	0.0875
UNIPROT_AC:P0CG48	UNIPROT_AC:P04806	0.105
UNIPROT_AC:P59022	UNIPROT_AC:P06932	0.0
UNIPROT_AC:Q8N5H3	UNIPROT_AC:Q99AU3	0.115
UNIPROT_AC:P60709	UNIPROT_AC:P05777	0.09
UNIPROT_AC:P46778	UNIPROT_AC:P06788	0.0525
UNIPROT_AC:P43489	UNIPROT_AC:Q89268	0.18
UNIPROT_AC:Q96P70	UNIPROT_AC:P05777	0.03
UNIPROT_AC:Q9BW62	UNIPROT_AC:P33441	0.085
UNIPROT_AC:P19256	UNIPROT_AC:P04326	0.045
UNIPROT_AC:P23458	UNIPROT_AC:Q03340	0.205
UNIPROT_AC:Q11128	UNIPROT_AC:P04544	0.04
UNIPROT_AC:Q7L7L0	UNIPROT_AC:Q0HD54	0.1075
UNIPROT_AC:Q8WY64	UNIPROT_AC:Q1HVF7	0.095
UNIPROT_AC:Q99496	UNIPROT_AC:P03129	0.085
UNIPROT_AC:Q9UER7	UNIPROT_AC:F5HCM1	0.16
UNIPROT_AC:O60287	UNIPROT_AC:P04601	0.03
UNIPROT_AC:Q9C029	UNIPROT_AC:Q81W18	0.04
UNIPROT_AC:Q9NTJ3	UNIPROT_AC:Q89268	0.06
UNIPROT_AC:Q15172	UNIPROT_AC:Q9WMB5	0.0225
UNIPROT_AC:P04843	UNIPROT_AC:P03470	0.11
UNIPROT_AC:P04808	UNIPROT_AC:P0C739	0.0725
UNIPROT_AC:P27986	UNIPROT_AC:P17778	0.035
UNIPROT_AC:P42704	UNIPROT_AC:P05919	0.09
UNIPROT_AC:Q6UXS9	UNIPROT_AC:B4URF1	0.0275
UNIPROT_AC:Q8WYK0	UNIPROT_AC:B9UPF3	0.01
UNIPROT_AC:O15169	UNIPROT_AC:Q5NI90	0.09
UNIPROT_AC:Q05639	UNIPROT_AC:P04413	0.105
UNIPROT_AC:Q92997	UNIPROT_AC:Q20MD4	0.0425
UNIPROT_AC:Q9NQS1	UNIPROT_AC:P06921	0.0475
UNIPROT_AC:O94992	UNIPROT_AC:P15682	0.03
UNIPROT_AC:Q9GZS3	UNIPROT_AC:B4URF7	0.12
UNIPROT_AC:P35030	UNIPROT_AC:P03430	0.09
UNIPROT_AC:Q9UJX3	UNIPROT_AC:Q7M6R1	0.01
UNIPROT_AC:Q969M3	UNIPROT_AC:P53108	0.1
UNIPROT_AC:P07225	UNIPROT_AC:Q5NEC0	0.045
UNIPROT_AC:A0A087WXK3	UNIPROT_AC:Q6F051	0.015
UNIPROT_AC:Q07174	UNIPROT_AC:P06463	0.1175
UNIPROT_AC:B2RV13	UNIPROT_AC:P03430	0.0
UNIPROT_AC:O15371	UNIPROT_AC:P15682	0.04
UNIPROT_AC:Q9UBB4	UNIPROT_AC:Q9WB91	0.0525
UNIPROT_AC:Q96CV9	UNIPROT_AC:P40302	0.06
UNIPROT_AC:O75533	UNIPROT_AC:Q8ZIL4	0.095
UNIPROT_AC:P15822	UNIPROT_AC:Q2PJP0	0.12
UNIPROT_AC:P57678	UNIPROT_AC:P12520	0.04
UNIPROT_AC:Q8IUC2	UNIPROT_AC:P04585	0.06
UNIPROT_AC:A0A0C4DGS5	UNIPROT_AC:Q12056	0.05
UNIPROT_AC:P15121	UNIPROT_AC:Q9WMX2	0.09
UNIPROT_AC:P54105	UNIPROT_AC:Q81XP0	0.04
UNIPROT_AC:Q9H5E2	UNIPROT_AC:Q5NGR3	0.0
UNIPROT_AC:Q96M95	UNIPROT_AC:P03427	0.025
UNIPROT_AC:P09455	UNIPROT_AC:Q69022	0.1025
UNIPROT_AC:Q9NSC5	UNIPROT_AC:P0C6Z4	0.02
UNIPROT_AC:P04637	UNIPROT_AC:P06422	0.1575
UNIPROT_AC:O15040	UNIPROT_AC:P06927	0.0525
UNIPROT_AC:Q99729	UNIPROT_AC:Q997F2	0.07
UNIPROT_AC:A8K709	UNIPROT_AC:P09457	0.08
UNIPROT_AC:H7C5S1	UNIPROT_AC:P16622	0.0
UNIPROT_AC:G3V4G3	UNIPROT_AC:P20604	0.03
UNIPROT_AC:P18524	UNIPROT_AC:P69721	0.025
UNIPROT_AC:P11940	UNIPROT_AC:O56264	0.22
UNIPROT_AC:P40937	UNIPROT_AC:P06428	0.1475
UNIPROT_AC:Q86UA1	UNIPROT_AC:Q8AZK7	0.04
UNIPROT_AC:P49069	UNIPROT_AC:Q7CG52	0.045
UNIPROT_AC:O60381	UNIPROT_AC:P15659	0.11
UNIPROT_AC:F8W8H5	UNIPROT_AC:P06428	0.065
UNIPROT_AC:Q12904	UNIPROT_AC:P04591	0.095
UNIPROT_AC:A8K9Q6	UNIPROT_AC:Q81YS7	0.015
UNIPROT_AC:Q9JI33	UNIPROT_AC:P03129	0.0725
UNIPROT_AC:E9PKN9	UNIPROT_AC:P42937	0.0
UNIPROT_AC:O75083	UNIPROT_AC:Q8CLP4	0.0275
UNIPROT_AC:Q53Y01	UNIPROT_AC:Q12493	0.045
UNIPROT_AC:P16615	UNIPROT_AC:P05777	0.0625
UNIPROT_AC:Q53T92	UNIPROT_AC:Q5NGR3	0.0
